Word,POS,NER,Sentence
Avl,VB,O,55
limit,NN,O,55
INR,NNP,ALIM,55
217332.2,CD,ALIM,55
.,.,O,55
For,IN,O,55
dispute,NN,O,55
",",",",O,55
https,NN,O,55
:,:,O,55
/,SYM,O,55
/,SYM,O,55
www.kotak.com,NNP,O,55
/,SYM,O,55
rd,NN,O,55
/,SYM,O,55
dispute,NN,O,55
"""",'',O,55
"""",``,O,56
Transaction,NNP,O,56
Alert,NNP,O,56
:,:,O,56
INR,NNP,DAMT,56
804.00,CD,DAMT,56
has,VBZ,O,56
been,VBN,O,56
spent,VBN,O,56
on,IN,O,56
your,PRP$,O,56
YES,NNP,CBNK,56
BANK,NNP,CBNK,56
Credit,NNP,O,56
Card,NNP,O,56
ending,VBG,O,56
with,IN,O,56
1590,CD,CNUM,56
at,IN,O,56
UPI_FLIPKART,NN,DTO,56
PAYMENTS,NNS,DTO,56
on,IN,O,56
12,CD,BDD,56
-,SYM,BDD,56
10,CD,BDD,56
-,SYM,BDD,56
2023,CD,BDD,56
at,IN,O,56
10,CD,O,56
:,SYM,O,56
09,CD,O,56
:,SYM,O,56
53,CD,O,56
pm,NN,O,56
.,.,O,56
Avl,NNP,O,56
Bal,NNP,O,56
INR,NNP,ALIM,56
"76,195.33",NNP,ALIM,56
.,.,O,56
In,IN,O,56
case,NN,O,56
of,IN,O,56
suspicious,JJ,O,56
transaction,NN,O,56
",",",",O,56
to,TO,O,56
block,VB,O,56
your,PRP$,O,56
card,NN,O,56
",",",",O,56
SMS,NNP,O,56
BLKCC,NNP,O,56
{,-LRB-,O,56
Space,NNP,O,56
},-RRB-,O,56
{,-LRB-,O,56
Last,JJ,O,56
4,CD,O,56
digits,NNS,O,56
of,IN,O,56
card,NN,O,56
number,NN,O,56
},-RRB-,O,56
to,IN,O,56
9840909000,CD,O,56
from,IN,O,56
your,PRP$,O,56
registered,VBN,O,56
mobile,NN,O,56
number,NN,O,56
.,.,O,56
"""",'',O,56
"""",``,O,57
INR,NNP,DAMT,57
"1,000.00",NNP,DAMT,57
spent,VBD,O,57
on,IN,O,57
ICICI,NNP,CBNK,57
Bank,NNP,CBNK,57
Card,NNP,O,57
XX1002,NNP,CNUM,57
on,IN,O,57
22,CD,O,57
-,HYPH,O,57
May,NNP,O,57
-,HYPH,O,57
22,CD,O,57
at,IN,O,57
AMAZON,NNP,DTO,57
.,.,O,57
Avl,NNP,O,57
Lmt,NNP,O,57
:,:,O,57
INR,NNP,O,57
"1,14,468.67",CD,O,57
.,.,O,57
To,TO,O,57
dispute,VB,O,57
",",",",O,57
call,VB,O,57
18002662,CD,O,57
/,SYM,O,57
SMS,NNP,O,57
BLOCK,NNP,O,57
1002,CD,O,57
to,IN,O,57
9215676766,CD,O,57
"""",'',O,57
"""",``,O,58
Hope,VBP,O,58
you,PRP,O,58
had,VBD,O,58
a,DT,O,58
great,JJ,O,58
meal,NN,O,58
!,.,O,58
INR,NNP,DAMT,58
104.00,CD,DAMT,58
spent,VBN,O,58
on,IN,O,58
your,PRP$,O,58
IDFC,NN,CBNK,58
FIRST,NNP,CBNK,58
Bank,NNP,CBNK,58
Credit,NNP,O,58
Card,NNP,O,58
ending,VBG,O,58
XX7349,NNP,CNUM,58
at,IN,O,58
TACO,NN,DTO,58
BELL,NNP,DTO,58
on,IN,O,58
11,CD,O,58
-,HYPH,O,58
NOV,NNP,O,58
-,HYPH,O,58
2023,CD,O,58
at,IN,O,58
03,CD,O,58
:,SYM,O,58
55,CD,O,58
PM,NN,O,58
.,.,O,58
Avbl,NNP,O,58
limit,NN,O,58
:,:,O,58
Rs,NNS,ALIM,58
.22811.00,NFP,ALIM,58
.,.,O,58
If,IN,O,58
not,RB,O,58
done,VBN,O,58
by,IN,O,58
you,PRP,O,58
",",",",O,58
call,VB,O,58
180010888,CD,O,58
for,IN,O,58
dispute,NN,O,58
or,CC,O,58
to,TO,O,58
block,VB,O,58
your,PRP$,O,58
card,NN,O,58
SMS,NN,O,58
CCBLOCK,NNP,O,58
7349,CD,O,58
to,IN,O,58
5676732,CD,O,58
"""",'',O,58
Transaction,NNP,O,59
Successful,NNP,O,59
!,.,O,59
INR,NNP,DAMT,59
321.48,CD,DAMT,59
spent,VBN,O,59
on,IN,O,59
your,PRP$,O,59
IDFC,NN,CBNK,59
FIRST,NNP,CBNK,59
Bank,NNP,CBNK,59
Credit,NNP,O,59
Card,NNP,O,59
XX0752,NNP,CNUM,59
at,IN,O,59
One97,NNP,DTO,59
Communications,NNPS,DTO,59
Ltd,NNP,O,59
on,IN,O,59
08,CD,O,59
-,HYPH,O,59
JUN,NNP,O,59
-,HYPH,O,59
2024,CD,O,59
Available,JJ,O,59
limit,NN,O,59
:,:,O,59
INR,NNP,ALIM,59
96678.52,CD,ALIM,59
Activate,NNP,O,59
UPI,NNP,O,59
:,:,O,59
https,NN,O,59
:,:,O,59
/,SYM,O,59
/,SYM,O,59
idfcfr.in,ADD,O,59
/,SYM,O,59
vbMFV1,NN,O,59
Not,RB,O,59
You,PRP,O,59
?,.,O,59
To,TO,O,59
block,VB,O,59
card,NN,O,59
SMS,NN,O,59
CCBLOCK,NNP,O,59
0752,CD,O,59
to,IN,O,59
5676732,CD,O,59
or,CC,O,59
call,VB,O,59
180010888,CD,O,59
"""",'',O,60
You've,NNP,O,60
spent,VBD,O,60
INR,NNP,DAMT,60
"21,370.34",NNP,DAMT,60
at,IN,O,60
CAS,NNP,DTO,60
*,NFP,DTO,60
FCAP,NNS,DTO,60
TECHNOLOGIES,NNP,DTO,60
on,IN,O,60
RBL,NNP,CBNK,60
Bank,NNP,CBNK,60
Credit,NNP,O,60
Card,NNP,O,60
(,-LRB-,O,60
8741,CD,CNUM,60
),-RRB-,O,60
on,IN,O,60
15,CD,O,60
-,SYM,O,60
01,CD,O,60
-,SYM,O,60
2024,CD,O,60
.,.,O,60
Avl,NNP,O,60
"limit-INR2,760.84",NNP,ALIM,60
.,.,O,60
Not,RB,O,60
You,PRP,O,60
?,.,O,60
https,NN,O,60
:,:,O,60
/,SYM,O,60
/,SYM,O,60
onelink.to,CD,O,60
/,SYM,O,60
389ejv,CD,O,60
"""",'',O,60
"""",``,O,61
Payment,NN,O,61
of,IN,O,61
Rs,NNS,_,61
.1800.00,CD,_,61
received,VBN,O,61
on,IN,O,61
RBL,NNP,CBNK,61
Bank,NNP,CBNK,61
Credit,NNP,O,61
Card,NNP,O,61
XX41,NNP,O,61
on,IN,O,61
01,CD,O,61
-,HYPH,O,61
02,CD,O,61
-,HYPH,O,61
2024,CD,O,61
",",",",O,61
subject,JJ,O,61
to,IN,O,61
realisation,NN,O,61
.,.,O,61
Avl,NNP,O,61
Limit,NNP,O,61
Rs,NNPS,O,61
.2526.62,CD,O,61
.,.,O,61
View,NN,O,61
on,IN,O,61
MyCard,NNP,O,61
app,NN,O,61
-,:,O,61
onelink.to,CD,O,61
/,SYM,O,61
389ejv,CD,O,61
"""",'',O,61
"""",``,O,62
Dear,NNP,O,62
Cardmember,NNP,O,62
",",",",O,62
payment,NN,O,62
of,IN,O,62
Rs,NNS,CAMT,62
.3476.65,CD,CAMT,62
has,VBZ,O,62
been,VBN,O,62
received,VBN,O,62
towards,IN,O,62
your,PRP$,O,62
RBL,NNP,CBNK,62
Bank,NNP,CBNK,62
Credit,NNP,O,62
Card,NNP,O,62
ending,VBG,O,62
with,IN,O,62
69,CD,CNUM,62
on,IN,O,62
06,CD,O,62
-,HYPH,O,62
09,CD,O,62
-,HYPH,O,62
2023,CD,O,62
through,IN,O,62
UPI,NNP,O,62
.,.,O,62
Your,PRP$,O,62
available,JJ,O,62
Credit,NN,O,62
limit,NN,O,62
now,RB,O,62
is,VBZ,O,62
Rs,NNS,ALIM,62
.,.,ALIM,62
23148.35,CD,ALIM,62
.,.,O,62
Manage,VB,O,62
your,PRP$,O,62
Card,NN,O,62
using,VBG,O,62
RBL,NNP,O,62
MyCard,NNP,O,62
Mobile,NNP,O,62
app,NN,O,62
.,.,O,62
Download,NN,O,62
on,IN,O,62
https,NN,O,62
:,:,O,62
/,SYM,O,62
/,SYM,O,62
onelink.to,CD,O,62
/,SYM,O,62
389ejv,CD,O,62
"""",``,O,62
You've,NNP,O,63
spent,VBD,O,63
Rs,NNS,DAMT,63
.1,NN,DAMT,63
On,IN,O,63
HDFC,NNP,CBNK,63
Bank,NNP,CBNK,63
CREDIT,NNP,O,63
Card,NNP,O,63
xx1019,NNP,CNUM,63
At,IN,O,63
BharatNXT,NNP,DTO,63
GUR,NNP,DTO,63
On,IN,O,63
2023,CD,O,63
-,SYM,O,63
11,CD,O,63
-,SYM,O,63
08,CD,O,63
:,SYM,O,63
13,CD,O,63
:,SYM,O,63
02,CD,O,63
:,SYM,O,63
23,CD,O,63
Avl,NNP,O,63
bal,JJ,O,63
:,:,O,63
Rs,NNS,ALIM,63
.621277.9,.,ALIM,63
Curr,NNP,O,63
O,UH,O,63
/,SYM,O,63
s,NN,O,63
:,:,O,63
Rs,NNS,CDUE,63
.178722.1,.,CDUE,63
Not,RB,O,63
you,PRP,O,63
?,.,O,63
Call,VB,O,63
18002586161,CD,O,63
"""",``,O,64
ALERT,NN,O,64
:,:,O,64
INR,NNP,DAMT,64
"1,000.00",NNP,DAMT,64
is,VBZ,O,64
spent,VBN,O,64
on,IN,O,64
your,PRP$,O,64
BoB,NN,CBNK,64
Credit,NNP,O,64
Card,NNP,O,64
ending,VBG,O,64
5031,CD,CNUM,64
at,IN,O,64
Upi-texzone,NNP,DTO,64
Informat,NNP,DTO,64
on,IN,O,64
06,CD,O,64
-,HYPH,O,64
07,CD,O,64
-,SYM,O,64
2023,CD,O,64
.,.,O,64
Available,JJ,O,64
credit,NN,O,64
limit,NN,O,64
is,VBZ,O,64
Rs,NNP,ALIM,64
"94,695.00",NNP,ALIM,64
",",",",O,64
Current,JJ,O,64
outstanding,JJ,O,64
is,VBZ,O,64
Rs,NNS,CDUE,64
"4,347.00",CD,CDUE,64
.,.,O,64
Not,RB,O,64
you,PRP,O,64
?,.,O,64
Call,VB,O,64
1800225100,CD,O,64
(,-LRB-,O,64
toll-free,JJ,O,64
),-RRB-,O,64
"""",'',O,64
Confirmation,NN,O,65
:,:,O,65
Payment,NN,O,65
of,IN,O,65
Rs,NNS,CAMT,65
1,CD,CAMT,65
for,IN,O,65
your,PRP$,O,65
BoB,NNP,CBNK,65
Credit,NNP,O,65
Card,NNP,O,65
ending,VBG,O,65
5031,CD,CNUM,65
has,VBZ,O,65
been,VBN,O,65
successfully,RB,O,65
processed,VBN,O,65
.,.,O,65
Available,JJ,O,65
credit,NN,O,65
limit,NN,O,65
is,VBZ,O,65
Rs,NNS,ALIM,65
99989,CD,ALIM,65
.,.,O,65
Visit,VB,O,65
online,JJ,O,65
card,NN,O,65
account,NN,O,65
at,IN,O,65
www.bobfinancial.com,ADD,O,65
for,IN,O,65
details,NNS,O,65
Update,NN,O,66
:,:,O,66
Payment,NN,O,66
of,IN,O,66
Rs,NNP,CAMT,66
11.00,CD,CAMT,66
received,VBN,O,66
for,IN,O,66
your,PRP$,O,66
BoB,NNP,CBNK,66
Credit,NNP,O,66
Card,NNP,O,66
ending,VBG,O,66
5031,CD,CNUM,66
on,IN,O,66
2023,CD,O,66
-,HYPH,O,66
05,CD,O,66
-,HYPH,O,66
05,CD,O,66
.,.,O,66
It,PRP,O,66
will,MD,O,66
be,VB,O,66
processed,VBN,O,66
upon,IN,O,66
clearance,NN,O,66
from,IN,O,66
your,PRP$,O,66
authorised,VBN,O,66
bank,NN,O,66
.,.,O,66
Available,JJ,O,66
credit,NN,O,66
limit,NN,O,66
is,VBZ,O,66
Rs,NNS,ALIM,66
99965.00,CD,ALIM,66
.,.,O,66
Visit,VB,O,66
online,JJ,O,66
card,NN,O,66
account,NN,O,66
at,IN,O,66
www.bobfinancial.com,ADD,O,66
for,IN,O,66
details,NNS,O,66
.,.,O,66
"""",'',O,67
INR,NNP,DAMT,67
"1,509.75",CD,DAMT,67
spent,VBN,O,67
on,IN,O,67
IndusInd,NNP,CBNK,67
Card,NNP,O,67
XX1146,NNP,CNUM,67
on,IN,O,67
03,CD,O,67
-,HYPH,O,67
01,CD,O,67
-,SYM,O,67
2024,CD,O,67
06,CD,O,67
:,:,O,67
57,CD,O,67
:,SYM,O,67
28,CD,O,67
pm,NN,O,67
at,IN,O,67
UPI,NNP,DTO,67
RELIANCE,NNP,DTO,67
RETAIL,JJ,DTO,67
LI,NNP,DTO,67
.,.,O,67
Avl,NNP,O,67
Lmt,NNP,O,67
:,:,O,67
INR,NNP,ALIM,67
"46,064.25",NN,ALIM,67
.,.,O,67
To,TO,O,67
dispute,VB,O,67
",",",",O,67
call,VB,O,67
18602677777,CD,O,67
/,SYM,O,67
SMS,NNP,O,67
BLOCK,NNP,O,67
1146,CD,O,67
to,IN,O,67
5676757,CD,O,67
"""",'',O,67
"""",``,O,68
Rs,NNS,DAMT,68
.,.,DAMT,68
500.88,CD,DAMT,68
spent,VBN,O,68
on,IN,O,68
card,NN,O,68
7865,CD,CNUM,68
on,IN,O,68
14,CD,O,68
-,HYPH,O,68
DEC,NNP,O,68
-,HYPH,O,68
23,CD,O,68
at,IN,O,68
PAY,NNP,DTO,68
*,SYM,DTO,68
Paytm,NNP,DTO,68
.,.,O,68
Limit,VB,O,68
available,JJ,O,68
=,JJ,O,68
Rs,NNS,ALIM,68
.,.,ALIM,68
"4,769.50",CD,ALIM,68
.,.,O,68
If,IN,O,68
not,RB,O,68
done,VBN,O,68
by,IN,O,68
you,PRP,O,68
",",",",O,68
click,VB,O,68
www.citi.asia,ADD,O,68
/,SYM,O,68
DIS,NNP,O,68
?,.,O,68
cn,NNP,O,68
=,CD,O,68
7865,CD,O,68
"""",'',O,68
"""",``,O,69
Dear,NNP,O,69
Customer,NNP,O,69
",",",",O,69
payment,NN,O,69
of,IN,O,69
Rs,NNS,CAMT,69
.,.,CAMT,69
"4,875.67",CD,CAMT,69
received,VBN,O,69
for,IN,O,69
your,PRP$,O,69
credit,NN,O,69
card,NN,O,69
no,UH,O,69
.,.,O,69
4386XXXXXXXX7865,CD,CNUM,69
on,IN,O,69
09,CD,O,69
-,HYPH,O,69
OCT,NN,O,69
-,HYPH,O,69
23,CD,O,69
through,IN,O,69
IMPS,NNP,O,69
.,.,O,69
Thank,VBP,O,69
you,PRP,O,69
!,.,O,69
Your,PRP$,O,69
available,JJ,O,69
credit,NN,O,69
limit,NN,O,69
is,VBZ,O,69
Rs,NNS,ALIM,69
.,.,ALIM,69
"20,853.34",NNPS,ALIM,69
.,.,O,69
Also,RB,O,69
view,VB,O,69
this,DT,O,69
on,IN,O,69
your,PRP$,O,69
mobile,NN,O,69
at,IN,O,69
http,NN,O,69
:,:,O,69
/,SYM,O,69
/,SYM,O,69
m.citibank.co.in,NN,O,69
"""",``,O,69
Payment,NN,O,70
of,IN,O,70
Rs,NNS,CAMT,70
.1000.00,CD,CAMT,70
received,VBN,O,70
for,IN,O,70
card,NN,O,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
*,NFP,CNUM,70
0873,CD,CNUM,70
on,IN,O,70
15,CD,O,70
/,SYM,O,70
10,CD,O,70
/,SYM,O,70
22,CD,O,70
.,.,O,70
Limit,VB,O,70
available,JJ,O,70
=,.,O,70
Rs,NNS,ALIM,70
.4301.00,CD,ALIM,70
.,.,O,70
Download,NNP,O,70
CitiMobile,NNP,O,70
app,NN,O,70
to,TO,O,70
track,VB,O,70
spends,NNS,O,70
.,.,O,70
"""",'',O,71
Thanks,NNS,O,71
for,IN,O,71
Rs,NNS,CAMT,71
.9.00,NNP,CAMT,71
received,VBN,O,71
via,IN,O,71
NEFT,NNP,O,71
for,IN,O,71
card,NN,O,71
no,DT,O,71
5521XXXXXXXX1901,NN,CNUM,71
on,IN,O,71
04,CD,O,71
-,HYPH,O,71
SEP,NNP,O,71
-,HYPH,O,71
21,CD,O,71
.,.,O,71
Available,JJ,O,71
credit,NN,O,71
limit,NN,O,71
is,VBZ,O,71
Rs,NNS,ALIM,71
".35,394.00",NN,ALIM,71
-,HYPH,O,71
Citi,NNP,O,71
"""",'',O,71
"""",``,O,72
Alert,JJ,O,72
!,.,O,72
INR,NNP,DAMT,72
"1,905.00",CD,DAMT,72
spent,VBN,O,72
on,IN,O,72
your,PRP$,O,72
AU,NNP,CBNK,72
Bank,NNP,CBNK,72
Credit,NNP,O,72
Card,NNP,O,72
xx6007,NNP,CNUM,72
at,IN,O,72
UPI,NNP,DTO,72
/,SYM,DTO,72
RAM,NNP,DTO,72
on,IN,O,72
14,CD,O,72
-,SYM,O,72
12,CD,O,72
-,SYM,O,72
2023,CD,O,72
at,IN,O,72
08,CD,O,72
:,:,O,72
49,CD,O,72
:,SYM,O,72
28,CD,O,72
pm,NN,O,72
.,.,O,72
Avlb,NNP,O,72
Bal,NNP,O,72
INR,NNP,ALIM,72
"49,601.00",NNP,ALIM,72
.,.,O,72
Not,RB,O,72
you,PRP,O,72
?,.,O,72
Pls,UH,O,72
call,VB,O,72
180012001500,CD,O,72
.,.,O,72
-,:,O,72
AU,NNP,CBNK,72
Bank,NNP,CBNK,72
"""",'',O,72
"""",``,O,73
Hi,UH,O,73
",",",",O,73
e-mandate,NN,O,73
on,IN,O,73
Federal,NNP,CBNK,73
Bank,NNP,CBNK,73
Credit,NNP,O,73
Card,NNP,O,73
is,VBZ,O,73
active,JJ,O,73
for,IN,O,73
Merchant,NNP,O,73
:,:,O,73
Google,NNP,DTO,73
Play,NNP,DTO,73
",",",",O,73
Desc,NNP,O,73
:,:,O,73
PROAccountBookMoneyManager,NNP,O,73
",",",",O,73
Amt,NN,O,73
:,:,O,73
Rs,NNS,DAMT,73
.,.,DAMT,73
499.00,CD,DAMT,73
",",",",O,73
Freq,NNP,O,73
:,:,O,73
annual,JJ,O,73
",",",",O,73
Start,NNP,O,73
Dt,NNP,O,73
:,:,O,73
10,CD,O,73
/,SYM,O,73
01,CD,O,73
/,SYM,O,73
2023,CD,O,73
",",",",O,73
End,NNP,O,73
Dt,NN,O,73
:,:,O,73
31,CD,O,73
/,SYM,O,73
12,CD,O,73
/,SYM,O,73
2033,CD,O,73
",",",",O,73
SiHubid,NN,O,73
:,:,O,73
WP4JPG0ZgG,NN,O,73
",",",",O,73
Manage,NNP,O,73
e-mandate,NN,O,73
:,:,O,73
https,NN,O,73
:,:,O,73
/,SYM,O,73
/,SYM,O,73
www.sihub.in,NNP,O,73
/,SYM,O,73
managesi,JJ,O,73
/,SYM,O,73
federal,JJ,O,73
T,NNP,O,73
&,CC,O,73
CA,NNP,O,73
-,HYPH,O,73
Federal,NNP,CBNK,73
Bank,NNP,CBNK,73
"""",'',O,73
INR,NNP,O,74
2000,CD,O,74
spent,VBN,O,74
on,IN,O,74
Bajaj,NNP,O,74
Finserv,NNP,O,74
DBS,NNP,CBNK,74
Bank,NNP,CBNK,74
SuperCard,NNP,O,74
*,NNP,O,74
*,NFP,O,74
9004,CD,CNUM,74
on,IN,O,74
14022024,CD,O,74
16,CD,O,74
:,SYM,O,74
42,CD,O,74
:,SYM,O,74
54,CD,O,74
at,IN,O,74
SHANTI,NNP,DTO,74
VENTURES,NNP,DTO,74
Avl,NNP,O,74
limit,NN,O,74
:,:,O,74
INR,NNP,ALIM,74
285.52,CD,ALIM,74
Not,RB,O,74
you,PRP,O,74
?,.,O,74
Call,VB,O,74
18602676789,CD,O,74
.,.,O,74
"""",'',O,75
Thank,VBP,O,75
you,PRP,O,75
!,.,O,75
We,PRP,O,75
have,VBP,O,75
received,VBN,O,75
a,DT,O,75
payment,NN,O,75
of,IN,O,75
INR,NNP,CAMT,75
"20,000.00",NNP,CAMT,75
on,IN,O,75
your,PRP$,O,75
Bajaj,NNP,O,75
Finserv,NNP,O,75
DBS,NNP,CBNK,75
Bank,NNP,CBNK,75
SuperCard,NNP,O,75
*,NNP,O,75
*,NFP,O,75
9004,CD,CNUM,75
through,IN,O,75
Default,NNP,O,75
.,.,O,75
Available,JJ,O,75
limit,NN,O,75
is,VBZ,O,75
INR,NNP,ALIM,75
"17,858.89",NNP,ALIM,75
.,.,O,75
"""",'',O,75
"""",``,O,76
Dear,NNP,O,76
Cardholder,NNP,O,76
",",",",O,76
Rs,NNPS,DAMT,76
.,NNP,DAMT,76
10,CD,DAMT,76
was,VBD,O,76
spent,VBN,O,76
on,IN,O,76
your,PRP$,O,76
Credit,NNP,O,76
Card,NNP,O,76
ending,VBG,O,76
3349,CD,CNUM,76
at,IN,O,76
ASIF,NNP,DTO,76
KHAN,NNP,DTO,76
on,IN,O,76
19,CD,O,76
-,HYPH,O,76
JAN,NNP,O,76
-,HYPH,O,76
24,CD,O,76
20,CD,O,76
:,SYM,O,76
14,CD,O,76
:,SYM,O,76
19,CD,O,76
.,.,O,76
Available,JJ,O,76
limit,NN,O,76
is,VBZ,O,76
44990,CD,ALIM,76
.,.,O,76
If,IN,O,76
not,RB,O,76
you,PRP,O,76
",",",",O,76
call,VB,O,76
1800222243,CD,O,76
-,HYPH,O,77
Union,NNP,CBNK,77
Bank,NNP,CBNK,77
of,IN,CBNK,77
India,NNP,CBNK,77
"""",``,O,77
Payment,NNP,O,78
of,IN,O,78
Rs,NNPS,CAMT,78
.,.,CAMT,78
3320.66,CD,CAMT,78
received,VBD,O,78
through,IN,O,78
UMOB,NNP,O,78
vide,NN,O,78
Ref,NNP,O,78
No,DT,O,78
611943682,CD,O,78
was,VBD,O,78
credited,VBN,O,78
to,IN,O,78
your,PRP$,O,78
card,NN,O,78
ending,VBG,O,78
0944,CD,CNUM,78
on,IN,O,78
02,CD,O,78
-,HYPH,O,78
12,CD,O,78
-,SYM,O,78
2023,CD,O,78
.,.,O,78
Avl,NNP,O,78
Bal,NNP,O,78
50000.00,NNP,ALIM,78
-,HYPH,O,78
Union,NNP,CBNK,78
Bank,NNP,CBNK,78
of,IN,CBNK,78
India,NNP,CBNK,78
"""",'',O,79
Dear,NNP,O,79
Cardholder,NNP,O,79
",",",",O,79
Rs,NNS,DAMT,79
.,NNP,DAMT,79
2000,CD,DAMT,79
was,VBD,O,79
spent,VBN,O,79
on,IN,O,79
your,PRP$,O,79
Credit,NNP,O,79
Card,NNP,O,79
ending,VBG,O,79
0944,CD,CNUM,79
at,IN,O,79
RAJINDRA,NNP,DTO,79
FILLING,NNP,DTO,79
STATION,NNP,DTO,79
on,IN,O,79
22,CD,O,79
-,HYPH,O,79
DEC,NNP,O,79
-,HYPH,O,79
23,CD,O,79
15,CD,O,79
:,SYM,O,79
38,CD,O,79
:,SYM,O,79
32,CD,O,79
.,.,O,79
Avail,NNP,O,79
Limit,NNP,O,79
is,VBZ,O,79
47443.2,CD,ALIM,79
-,HYPH,O,79
Union,NNP,CBNK,79
Bank,NNP,CBNK,79
of,IN,CBNK,79
India,NNP,CBNK,79
"""",'',O,79
PNB,NNP,CBNK,80
Credit,NNP,O,80
Card,NNP,O,80
xxxx,NNP,O,80
debited,VBD,O,80
with,IN,O,80
Rs.x,.,O,80
[,-LRB-,O,80
CODE,NN,O,80
:,:,O,80
FWxxxx,NNP,O,80
],-RRB-,O,80
at,IN,O,80
POOJA,NNP,DTO,80
MEDICO,NNP,DTO,80
on,IN,O,80
xx-xx-xxxx,.,O,80
xx,NNP,O,80
:,:,O,80
xx,NN,O,80
through,IN,O,80
UPI,NNP,O,80
:,:,O,80
xxxxxxxxxxxx,NNP,O,80
Avl,NNP,O,80
limit,NN,O,80
Rs,NNS,O,80
.,.,O,80
xxxxxx.xx,ADD,O,80
.,.,O,80
-,:,O,80
PNB,NNP,O,80
Thank,VBP,O,81
you,PRP,O,81
Rs,NNS,CAMT,81
.1,NNP,CAMT,81
/,.,O,81
-,:,O,81
has,VBZ,O,81
been,VBN,O,81
received,VBN,O,81
as,IN,O,81
payment,NN,O,81
towards,IN,O,81
your,PRP$,O,81
PNB,NNP,CBNK,81
credit,NN,O,81
card,NN,O,81
2387,CD,CNUM,81
via,IN,O,81
Online,NNP,O,81
Payment,NNP,O,81
.,.,O,81
Your,PRP$,O,81
available,JJ,O,81
credit,NN,O,81
limit,NN,O,81
is,VBZ,O,81
Rs,NNS,ALIM,81
.301,CD,ALIM,81
.,.,O,81
-,:,O,81
PNB,NNP,O,81
Your,PRP$,O,82
PNB,NNP,CBNK,82
Credit,NNP,O,82
Card,NNP,O,82
xxxx,NNP,O,82
debited,VBD,O,82
with,IN,O,82
Rs.x,.,O,82
[,-LRB-,O,82
CODE,NN,O,82
:,:,O,82
Dxxxxx,NNP,O,82
],-RRB-,O,82
at,IN,O,82
BharatNXT,NNP,O,82
GURGAO,NNP,O,82
on,RP,O,82
xx-xx-xxxx,.,O,82
xx,NNP,O,82
:,:,O,82
xx,ADD,O,82
.,.,O,82
Your,PRP$,O,82
available,JJ,O,82
credit,NN,O,82
limit,NN,O,82
is,VBZ,O,82
Rs,NNS,O,82
xxxxxx.xx,CD,O,82
.,.,O,82
PNB,NNP,O,82
Thank,VBP,O,83
you,PRP,O,83
for,IN,O,83
using,VBG,O,83
StanChart,NNP,CBNK,83
Credit,NNP,O,83
Card,NNP,O,83
No,DT,O,83
XX5885,NN,CNUM,83
on,IN,O,83
11,CD,O,83
/,SYM,O,83
02,CD,O,83
/,SYM,O,83
24,CD,O,83
for,IN,O,83
INR,NNP,DAMT,83
16855.98,CD,DAMT,83
at,IN,O,83
Ing,NNP,DTO,83
*,NNP,DTO,83
BILL,NNP,DTO,83
JUNCTION,NNP,DTO,83
INR,NNP,O,83
.,.,O,83
Avl,NNP,O,83
Limit,NNP,O,83
:,:,O,83
INR,NNP,ALIM,83
154353.00,CD,ALIM,83
.,.,O,83
Click,VB,O,83
https,NN,O,83
:,:,O,83
/,SYM,O,83
/,SYM,O,83
bit.ly,NNP,O,83
/,SYM,O,83
2F127BQ,CD,O,83
if,IN,O,83
you,PRP,O,83
have,VBP,O,83
not,RB,O,83
done,VBN,O,83
this,DT,O,83
transaction,NN,O,83
.,.,O,83
